first_name;last_name;candidate_number;party;municipality;expense_type;expense_sum;advance
Kaisa;Piironen;26;Vihreä liitto;Kirkkonummi;television;0.0;True
Kaisa;Piironen;26;Vihreä liitto;Kirkkonummi;web;0.0;True
Kaisa;Piironen;26;Vihreä liitto;Kirkkonummi;other_media;0.0;True
Kaisa;Piironen;26;Vihreä liitto;Kirkkonummi;outdoors_ads;0.0;True
Kaisa;Piironen;26;Vihreä liitto;Kirkkonummi;print_ads;0.0;True
Kaisa;Piironen;26;Vihreä liitto;Kirkkonummi;planning;0.0;True
Kaisa;Piironen;26;Vihreä liitto;Kirkkonummi;rallies;40.0;True
Kaisa;Piironen;26;Vihreä liitto;Kirkkonummi;paid_income;0.0;True
Kaisa;Piironen;26;Vihreä liitto;Kirkkonummi;other;0.0;True
Jens;Gellin;9;Vihreä liitto;Kirkkonummi;total;400.0;True
Jens;Gellin;9;Vihreä liitto;Kirkkonummi;outdoors_ads;400.0;True
Minna;Hakapää;10;Vihreä liitto;Kirkkonummi;total;80.0;True
Minna;Hakapää;10;Vihreä liitto;Kirkkonummi;printed_media;50.0;True
Minna;Hakapää;10;Vihreä liitto;Kirkkonummi;print_ads;30.0;True
Mari;Saario;107;Vihreä liitto;Kaarina;total;400.0;True
Mari;Saario;107;Vihreä liitto;Kaarina;print_ads;400.0;True
Aaro;Kiuru;96;Vihreä liitto;Kaarina;total;300.0;True
Aaro;Kiuru;96;Vihreä liitto;Kaarina;print_ads;300.0;True
Ari;Hyvärinen;571;Vihreä liitto;Tampere;total;0.0;True
Simón;Riestra Aedo;620;Vihreä liitto;Tampere;total;160.0;True
Simón;Riestra Aedo;620;Vihreä liitto;Tampere;printed_media;0.0;True
Simón;Riestra Aedo;620;Vihreä liitto;Tampere;radio;0.0;True
Simón;Riestra Aedo;620;Vihreä liitto;Tampere;television;0.0;True
Simón;Riestra Aedo;620;Vihreä liitto;Tampere;web;0.0;True
Simón;Riestra Aedo;620;Vihreä liitto;Tampere;other_media;0.0;True
Simón;Riestra Aedo;620;Vihreä liitto;Tampere;outdoors_ads;0.0;True
Simón;Riestra Aedo;620;Vihreä liitto;Tampere;print_ads;0.0;True
Simón;Riestra Aedo;620;Vihreä liitto;Tampere;planning;0.0;True
Simón;Riestra Aedo;620;Vihreä liitto;Tampere;rallies;0.0;True
Simón;Riestra Aedo;620;Vihreä liitto;Tampere;paid_income;0.0;True
Simón;Riestra Aedo;620;Vihreä liitto;Tampere;other;0.0;True
Heidi;Sissala;630;Vihreä liitto;Tampere;total;60.0;True
Heidi;Sissala;630;Vihreä liitto;Tampere;print_ads;60.0;True
Marko;Parkkola;170;Perussuomalaiset;Tampere;total;55.33;True
Marko;Parkkola;170;Perussuomalaiset;Tampere;printed_media;0.0;True
Marko;Parkkola;170;Perussuomalaiset;Tampere;radio;0.0;True
Marko;Parkkola;170;Perussuomalaiset;Tampere;television;0.0;True
Marko;Parkkola;170;Perussuomalaiset;Tampere;web;0.0;True
Marko;Parkkola;170;Perussuomalaiset;Tampere;other_media;0.0;True
Marko;Parkkola;170;Perussuomalaiset;Tampere;outdoors_ads;0.0;True
Marko;Parkkola;170;Perussuomalaiset;Tampere;print_ads;55.33;True
Marko;Parkkola;170;Perussuomalaiset;Tampere;planning;0.0;True
Marko;Parkkola;170;Perussuomalaiset;Tampere;rallies;0.0;True
Marko;Parkkola;170;Perussuomalaiset;Tampere;paid_income;0.0;True
Marko;Parkkola;170;Perussuomalaiset;Tampere;other;0.0;True
Tuomo;Pekkanen;609;Vihreä liitto;Tampere;total;684.0;True
Tuomo;Pekkanen;609;Vihreä liitto;Tampere;printed_media;0.0;True
Tuomo;Pekkanen;609;Vihreä liitto;Tampere;radio;0.0;True
Tuomo;Pekkanen;609;Vihreä liitto;Tampere;television;0.0;True
Tuomo;Pekkanen;609;Vihreä liitto;Tampere;web;0.0;True
Tuomo;Pekkanen;609;Vihreä liitto;Tampere;other_media;0.0;True
Tuomo;Pekkanen;609;Vihreä liitto;Tampere;outdoors_ads;446.0;True
Tuomo;Pekkanen;609;Vihreä liitto;Tampere;print_ads;115.0;True
Tuomo;Pekkanen;609;Vihreä liitto;Tampere;planning;0.0;True
Tuomo;Pekkanen;609;Vihreä liitto;Tampere;rallies;0.0;True
Tuomo;Pekkanen;609;Vihreä liitto;Tampere;paid_income;0.0;True
Tuomo;Pekkanen;609;Vihreä liitto;Tampere;other;123.0;True
Jouko;Paukkeri;608;Vihreä liitto;Tampere;total;70.0;True
Henri;Aitakari;2;Vihreä liitto;Laitila;total;0.0;True
Valtteri;Suonmaa;123;Vihreä liitto;Kuopio;total;30.0;True
Valtteri;Suonmaa;123;Vihreä liitto;Kuopio;other;30.0;True
Leo;Lähde;62;Vihreä liitto;Nokia;total;1200.0;True
Leo;Lähde;62;Vihreä liitto;Nokia;printed_media;1000.0;True
Leo;Lähde;62;Vihreä liitto;Nokia;other;200.0;True
Miia;Nokelainen;68;Vihreä liitto;Nokia;total;180.0;True
Pentti;Huttunen;261;Vihreä liitto;Jyväskylä;total;2500.0;True
Pentti;Huttunen;261;Vihreä liitto;Jyväskylä;printed_media;1644.0;True
Pentti;Huttunen;261;Vihreä liitto;Jyväskylä;print_ads;553.0;True
Pentti;Huttunen;261;Vihreä liitto;Jyväskylä;other;303.0;True
Elina;Ripatti;290;Vihreä liitto;Jyväskylä;total;50.0;True
Tero;Tilus;297;Vihreä liitto;Jyväskylä;total;50.0;True
Tero;Tilus;297;Vihreä liitto;Jyväskylä;other;50.0;True
Marjo;Suvanto;294;Vihreä liitto;Jyväskylä;total;50.0;True
Marjo;Suvanto;294;Vihreä liitto;Jyväskylä;printed_media;0.0;True
Marjo;Suvanto;294;Vihreä liitto;Jyväskylä;radio;0.0;True
Marjo;Suvanto;294;Vihreä liitto;Jyväskylä;television;0.0;True
Marjo;Suvanto;294;Vihreä liitto;Jyväskylä;web;0.0;True
Marjo;Suvanto;294;Vihreä liitto;Jyväskylä;other_media;0.0;True
Marjo;Suvanto;294;Vihreä liitto;Jyväskylä;outdoors_ads;0.0;True
Marjo;Suvanto;294;Vihreä liitto;Jyväskylä;print_ads;0.0;True
Marjo;Suvanto;294;Vihreä liitto;Jyväskylä;planning;0.0;True
Marjo;Suvanto;294;Vihreä liitto;Jyväskylä;rallies;0.0;True
Marjo;Suvanto;294;Vihreä liitto;Jyväskylä;paid_income;0.0;True
Marjo;Suvanto;294;Vihreä liitto;Jyväskylä;other;50.0;True
Antti;Yli-Tainio;303;Vihreä liitto;Jyväskylä;total;100.0;True
Antti;Yli-Tainio;303;Vihreä liitto;Jyväskylä;printed_media;0.0;True
Antti;Yli-Tainio;303;Vihreä liitto;Jyväskylä;radio;0.0;True
Antti;Yli-Tainio;303;Vihreä liitto;Jyväskylä;television;0.0;True
Antti;Yli-Tainio;303;Vihreä liitto;Jyväskylä;web;12.0;True
Antti;Yli-Tainio;303;Vihreä liitto;Jyväskylä;other_media;0.0;True
Antti;Yli-Tainio;303;Vihreä liitto;Jyväskylä;outdoors_ads;0.0;True
Antti;Yli-Tainio;303;Vihreä liitto;Jyväskylä;print_ads;38.0;True
Antti;Yli-Tainio;303;Vihreä liitto;Jyväskylä;planning;0.0;True
Antti;Yli-Tainio;303;Vihreä liitto;Jyväskylä;rallies;0.0;True
Antti;Yli-Tainio;303;Vihreä liitto;Jyväskylä;paid_income;0.0;True
Antti;Yli-Tainio;303;Vihreä liitto;Jyväskylä;other;50.0;True
Miika;Hämynen;513;Piraattipuolue;Jyväskylä;total;250.0;True
Miika;Hämynen;513;Piraattipuolue;Jyväskylä;printed_media;0.0;True
Miika;Hämynen;513;Piraattipuolue;Jyväskylä;radio;0.0;True
Miika;Hämynen;513;Piraattipuolue;Jyväskylä;television;0.0;True
Miika;Hämynen;513;Piraattipuolue;Jyväskylä;web;35.0;True
Miika;Hämynen;513;Piraattipuolue;Jyväskylä;other_media;0.0;True
Miika;Hämynen;513;Piraattipuolue;Jyväskylä;outdoors_ads;0.0;True
Miika;Hämynen;513;Piraattipuolue;Jyväskylä;print_ads;73.1;True
Miika;Hämynen;513;Piraattipuolue;Jyväskylä;planning;0.0;True
Miika;Hämynen;513;Piraattipuolue;Jyväskylä;rallies;0.0;True
Miika;Hämynen;513;Piraattipuolue;Jyväskylä;paid_income;0.0;True
Miika;Hämynen;513;Piraattipuolue;Jyväskylä;other;141.9;True
Kaisa;Peltonen;285;Vihreä liitto;Jyväskylä;total;50.0;True
Kaisa;Peltonen;285;Vihreä liitto;Jyväskylä;other;50.0;True
Taija;Roininen;91;Vihreä liitto;Pori;total;300.0;True
Taija;Roininen;91;Vihreä liitto;Pori;printed_media;40.0;True
Taija;Roininen;91;Vihreä liitto;Pori;web;260.0;True
Juho;Niskanen;156;Vihreä liitto;Riihimäki;total;55.0;True
Lasse;Luostarinmäki;153;Vihreä liitto;Riihimäki;total;100.0;True
Lasse;Luostarinmäki;153;Vihreä liitto;Riihimäki;outdoors_ads;50.0;True
Lasse;Luostarinmäki;153;Vihreä liitto;Riihimäki;print_ads;50.0;True
Laura;Kilpiö;188;Vihreä liitto;Loimaa;total;70.0;True
Laura;Kilpiö;188;Vihreä liitto;Loimaa;print_ads;35.0;True
Laura;Kilpiö;188;Vihreä liitto;Loimaa;other;35.0;True
Juho;Pulkka;129;Suomen Keskusta;Iisalmi;total;200.0;True
Juho;Pulkka;129;Suomen Keskusta;Iisalmi;printed_media;70.0;True
Juho;Pulkka;129;Suomen Keskusta;Iisalmi;other_media;20.0;True
Juho;Pulkka;129;Suomen Keskusta;Iisalmi;print_ads;50.0;True
Juho;Pulkka;129;Suomen Keskusta;Iisalmi;rallies;30.0;True
Timo;Haverinen;82;Suomen Sosialidemokraattinen Puolue;Iisalmi;total;1000.0;True
Timo;Haverinen;82;Suomen Sosialidemokraattinen Puolue;Iisalmi;printed_media;650.0;True
Timo;Haverinen;82;Suomen Sosialidemokraattinen Puolue;Iisalmi;web;150.0;True
Timo;Haverinen;82;Suomen Sosialidemokraattinen Puolue;Iisalmi;print_ads;100.0;True
Timo;Haverinen;82;Suomen Sosialidemokraattinen Puolue;Iisalmi;rallies;100.0;True
Esko;Vuorinen;118;Vihreä liitto;Raasepori;total;45.0;True
Esko;Vuorinen;118;Vihreä liitto;Raasepori;print_ads;12.0;True
Esko;Vuorinen;118;Vihreä liitto;Raasepori;other;33.0;True
Nina;Hirsiaho;64;Vihreä liitto;Petäjävesi;total;338.45;True
Nina;Hirsiaho;64;Vihreä liitto;Petäjävesi;print_ads;100.0;True
Nina;Hirsiaho;64;Vihreä liitto;Petäjävesi;other;238.45;True
Karl;Nilsson;13;Vihreä liitto;Siuntio;total;0.0;True
Jari;Hakkarainen;72;Vihreä liitto;Hämeenlinna;total;0.0;True
Juuso;Koskimies;76;Vihreä liitto;Hämeenlinna;total;23.86;True
Juuso;Koskimies;76;Vihreä liitto;Hämeenlinna;other;23.86;True
Anni;Eskonen;71;Vihreä liitto;Hämeenlinna;total;0.0;True
Airi;Raitaranta;87;Vihreä liitto;Hämeenlinna;total;100.0;True
Airi;Raitaranta;87;Vihreä liitto;Hämeenlinna;print_ads;50.0;True
Airi;Raitaranta;87;Vihreä liitto;Hämeenlinna;other;50.0;True
Raimo;Viljanen;58;Vihreä liitto;Asikkala;total;0.0;True
Erkki (Eki);Nikulainen;983;Vihreä liitto;Helsinki;total;14700.0;True
Erkki (Eki);Nikulainen;983;Vihreä liitto;Helsinki;printed_media;9000.0;True
Erkki (Eki);Nikulainen;983;Vihreä liitto;Helsinki;radio;0.0;True
Erkki (Eki);Nikulainen;983;Vihreä liitto;Helsinki;television;0.0;True
Erkki (Eki);Nikulainen;983;Vihreä liitto;Helsinki;web;900.0;True
Erkki (Eki);Nikulainen;983;Vihreä liitto;Helsinki;other_media;0.0;True
Erkki (Eki);Nikulainen;983;Vihreä liitto;Helsinki;outdoors_ads;1100.0;True
Erkki (Eki);Nikulainen;983;Vihreä liitto;Helsinki;print_ads;700.0;True
Erkki (Eki);Nikulainen;983;Vihreä liitto;Helsinki;planning;2800.0;True
Erkki (Eki);Nikulainen;983;Vihreä liitto;Helsinki;rallies;100.0;True
Erkki (Eki);Nikulainen;983;Vihreä liitto;Helsinki;other;100.0;True
Mikko;Värtö;1038;Vihreä liitto;Helsinki;total;2629.0;True
Mikko;Värtö;1038;Vihreä liitto;Helsinki;printed_media;2035.0;True
Martti;From;930;Vihreä liitto;Helsinki;total;2500.0;True
Juhani;Kahelin;127;Suomen Keskusta;Järvenpää;total;120.0;True
Outi;Cavén-Pöysä;3;Vihreä liitto;Järvenpää;total;50.0;True
Outi;Cavén-Pöysä;3;Vihreä liitto;Järvenpää;web;50.0;True
Janne;Kollin;11;Vihreä liitto;Haapavesi;total;0.0;True
Janne;Niittynen;139;Vihreä liitto;Janakkala;total;20.0;True
Janne;Niittynen;139;Vihreä liitto;Janakkala;printed_media;0.0;True
Janne;Niittynen;139;Vihreä liitto;Janakkala;radio;0.0;True
Janne;Niittynen;139;Vihreä liitto;Janakkala;television;0.0;True
Janne;Niittynen;139;Vihreä liitto;Janakkala;web;0.0;True
Janne;Niittynen;139;Vihreä liitto;Janakkala;other_media;0.0;True
Janne;Niittynen;139;Vihreä liitto;Janakkala;outdoors_ads;0.0;True
Janne;Niittynen;139;Vihreä liitto;Janakkala;print_ads;0.0;True
Janne;Niittynen;139;Vihreä liitto;Janakkala;planning;0.0;True
Janne;Niittynen;139;Vihreä liitto;Janakkala;rallies;0.0;True
Janne;Niittynen;139;Vihreä liitto;Janakkala;paid_income;0.0;True
Janne;Niittynen;139;Vihreä liitto;Janakkala;other;20.0;True
Miikka;Majala;136;Vihreä liitto;Janakkala;total;200.0;True
Miikka;Majala;136;Vihreä liitto;Janakkala;printed_media;50.0;True
Miikka;Majala;136;Vihreä liitto;Janakkala;radio;0.0;True
Miikka;Majala;136;Vihreä liitto;Janakkala;television;0.0;True
Miikka;Majala;136;Vihreä liitto;Janakkala;web;30.0;True
Miikka;Majala;136;Vihreä liitto;Janakkala;other_media;0.0;True
Miikka;Majala;136;Vihreä liitto;Janakkala;outdoors_ads;30.0;True
Miikka;Majala;136;Vihreä liitto;Janakkala;print_ads;20.0;True
Miikka;Majala;136;Vihreä liitto;Janakkala;planning;20.0;True
Miikka;Majala;136;Vihreä liitto;Janakkala;rallies;0.0;True
Miikka;Majala;136;Vihreä liitto;Janakkala;paid_income;0.0;True
Miikka;Majala;136;Vihreä liitto;Janakkala;other;50.0;True
Anssi;Lepistö;135;Vihreä liitto;Janakkala;total;1000.0;True
Anssi;Lepistö;135;Vihreä liitto;Janakkala;printed_media;68.7;True
Anssi;Lepistö;135;Vihreä liitto;Janakkala;print_ads;550.0;True
Anssi;Lepistö;135;Vihreä liitto;Janakkala;other;381.3;True
Kirsi;Roos;143;Vihreä liitto;Janakkala;total;0.0;True
Marja;Oksanen;141;Vihreä liitto;Janakkala;total;0.0;True
Piia;Marttinen;137;Vihreä liitto;Janakkala;total;20.0;True
Piia;Marttinen;137;Vihreä liitto;Janakkala;print_ads;10.0;True
Piia;Marttinen;137;Vihreä liitto;Janakkala;other;10.0;True
Risto;Hokkanen;235;Suomen Sosialidemokraattinen Puolue;Kotka;total;500.0;True
Risto;Hokkanen;235;Suomen Sosialidemokraattinen Puolue;Kotka;printed_media;250.0;True
Risto;Hokkanen;235;Suomen Sosialidemokraattinen Puolue;Kotka;print_ads;150.0;True
Risto;Hokkanen;235;Suomen Sosialidemokraattinen Puolue;Kotka;rallies;100.0;True
Timo;Pulkkinen;273;Suomen Sosialidemokraattinen Puolue;Kotka;total;882.89;True
Timo;Pulkkinen;273;Suomen Sosialidemokraattinen Puolue;Kotka;printed_media;584.25;True
Timo;Pulkkinen;273;Suomen Sosialidemokraattinen Puolue;Kotka;other_media;100.0;True
Timo;Pulkkinen;273;Suomen Sosialidemokraattinen Puolue;Kotka;print_ads;85.0;True
Timo;Pulkkinen;273;Suomen Sosialidemokraattinen Puolue;Kotka;other;113.64;True
Merja;Mäkisalo-Ropponen;311;Suomen Sosialidemokraattinen Puolue;Joensuu;total;3400.0;True
Merja;Mäkisalo-Ropponen;311;Suomen Sosialidemokraattinen Puolue;Joensuu;printed_media;3300.0;True
Merja;Mäkisalo-Ropponen;311;Suomen Sosialidemokraattinen Puolue;Joensuu;other;100.0;True
Tobias;Simon;404;Vihreä liitto;Joensuu;total;0.0;True
Tobias;Simon;404;Vihreä liitto;Joensuu;printed_media;0.0;True
Tobias;Simon;404;Vihreä liitto;Joensuu;planning;0.0;True
Tobias;Simon;404;Vihreä liitto;Joensuu;rallies;0.0;True
Tobias;Simon;404;Vihreä liitto;Joensuu;paid_income;0.0;True
Tobias;Simon;404;Vihreä liitto;Joensuu;other;0.0;True
Erkki;Nuutinen;395;Vihreä liitto;Joensuu;total;500.0;True
Erkki;Nuutinen;395;Vihreä liitto;Joensuu;printed_media;250.0;True
Erkki;Nuutinen;395;Vihreä liitto;Joensuu;radio;150.0;True
Erkki;Nuutinen;395;Vihreä liitto;Joensuu;web;50.0;True
Erkki;Nuutinen;395;Vihreä liitto;Joensuu;print_ads;50.0;True
Erkki;Nuutinen;395;Vihreä liitto;Joensuu;rallies;250.0;True
Markku;Eilola-Jokivirta;136;Vasemmistoliitto;Oulu;total;400.0;True
Aarno;Törmänen;216;Vasemmistoliitto;Oulu;total;0.0;True
Aarno;Törmänen;216;Vasemmistoliitto;Oulu;printed_media;0.0;True
Aarno;Törmänen;216;Vasemmistoliitto;Oulu;radio;0.0;True
Aarno;Törmänen;216;Vasemmistoliitto;Oulu;television;0.0;True
Aarno;Törmänen;216;Vasemmistoliitto;Oulu;web;0.0;True
Aarno;Törmänen;216;Vasemmistoliitto;Oulu;other_media;0.0;True
Aarno;Törmänen;216;Vasemmistoliitto;Oulu;outdoors_ads;0.0;True
Aarno;Törmänen;216;Vasemmistoliitto;Oulu;print_ads;0.0;True
Aarno;Törmänen;216;Vasemmistoliitto;Oulu;planning;0.0;True
Aarno;Törmänen;216;Vasemmistoliitto;Oulu;rallies;20.0;True
Aarno;Törmänen;216;Vasemmistoliitto;Oulu;paid_income;0.0;True
Aarno;Törmänen;216;Vasemmistoliitto;Oulu;other;40.0;True
Junes;Lokka;592;Muutos 2011;Oulu;total;325.41;True
Junes;Lokka;592;Muutos 2011;Oulu;print_ads;325.41;True
Lari;Karreinen;379;Vihreä liitto;Espoo;total;150.0;True
Lari;Karreinen;379;Vihreä liitto;Espoo;web;20.0;True
Lari;Karreinen;379;Vihreä liitto;Espoo;rallies;35.0;True
Lari;Karreinen;379;Vihreä liitto;Espoo;other;95.0;True
Marko;Knuutila;385;Vihreä liitto;Espoo;total;450.0;True
Marko;Knuutila;385;Vihreä liitto;Espoo;web;100.0;True
Marko;Knuutila;385;Vihreä liitto;Espoo;print_ads;255.0;True
Marko;Knuutila;385;Vihreä liitto;Espoo;other;95.0;True
Tiina;Elo;354;Vihreä liitto;Espoo;total;6350.0;True
Tiina;Elo;354;Vihreä liitto;Espoo;printed_media;3500.0;True
Tiina;Elo;354;Vihreä liitto;Espoo;web;175.0;True
Tiina;Elo;354;Vihreä liitto;Espoo;outdoors_ads;900.0;True
Tiina;Elo;354;Vihreä liitto;Espoo;print_ads;720.0;True
Tiina;Elo;354;Vihreä liitto;Espoo;planning;750.0;True
Tiina;Elo;354;Vihreä liitto;Espoo;other;305.0;True
Arto;Inkala;371;Vihreä liitto;Espoo;total;125.0;True
Arto;Inkala;371;Vihreä liitto;Espoo;other;125.0;True
Mika;Soininen;448;Vihreä liitto;Espoo;total;450.0;True
Mika;Soininen;448;Vihreä liitto;Espoo;printed_media;80.0;True
Mika;Soininen;448;Vihreä liitto;Espoo;outdoors_ads;370.0;True
Lasse;Kärkkäinen;463;Piraattipuolue;Espoo;total;0.0;True
Lasse;Kärkkäinen;463;Piraattipuolue;Espoo;printed_media;0.0;True
Lasse;Kärkkäinen;463;Piraattipuolue;Espoo;radio;0.0;True
Lasse;Kärkkäinen;463;Piraattipuolue;Espoo;television;0.0;True
Lasse;Kärkkäinen;463;Piraattipuolue;Espoo;web;0.0;True
Lasse;Kärkkäinen;463;Piraattipuolue;Espoo;other_media;0.0;True
Lasse;Kärkkäinen;463;Piraattipuolue;Espoo;outdoors_ads;0.0;True
Lasse;Kärkkäinen;463;Piraattipuolue;Espoo;print_ads;0.0;True
Lasse;Kärkkäinen;463;Piraattipuolue;Espoo;planning;0.0;True
Lasse;Kärkkäinen;463;Piraattipuolue;Espoo;rallies;0.0;True
Lasse;Kärkkäinen;463;Piraattipuolue;Espoo;paid_income;0.0;True
Lasse;Kärkkäinen;463;Piraattipuolue;Espoo;other;0.0;True
Mirka;Halonen;240;Vihreä liitto;Rovaniemi;total;200.0;True
Mirka;Halonen;240;Vihreä liitto;Rovaniemi;print_ads;100.0;True
Mirka;Halonen;240;Vihreä liitto;Rovaniemi;other;100.0;True
Kimmo;Jääskeläinen;286;Vihreä liitto;Vantaa;total;100.0;True
Kimmo;Jääskeläinen;286;Vihreä liitto;Vantaa;other;100.0;True
Christina;Lindblad;304;Vihreä liitto;Vantaa;total;400.0;True
Christina;Lindblad;304;Vihreä liitto;Vantaa;printed_media;50.0;True
Christina;Lindblad;304;Vihreä liitto;Vantaa;print_ads;150.0;True
Christina;Lindblad;304;Vihreä liitto;Vantaa;planning;100.0;True
Christina;Lindblad;304;Vihreä liitto;Vantaa;other;100.0;True
Jarmo;Niinimäki;316;Vihreä liitto;Vantaa;total;100.0;True
Jarmo;Niinimäki;316;Vihreä liitto;Vantaa;other;100.0;True
Kari;Luukkanen;306;Vihreä liitto;Vantaa;total;200.0;True
Kari;Luukkanen;306;Vihreä liitto;Vantaa;web;35.0;True
Kari;Luukkanen;306;Vihreä liitto;Vantaa;other;165.0;True
Ville;Blom;10;Suomen Keskusta;Maaninka;total;300.0;True
Ville;Blom;10;Suomen Keskusta;Maaninka;printed_media;0.0;True
Ville;Blom;10;Suomen Keskusta;Maaninka;radio;0.0;True
Ville;Blom;10;Suomen Keskusta;Maaninka;television;0.0;True
Ville;Blom;10;Suomen Keskusta;Maaninka;web;0.0;True
Ville;Blom;10;Suomen Keskusta;Maaninka;other_media;0.0;True
Ville;Blom;10;Suomen Keskusta;Maaninka;outdoors_ads;0.0;True
Ville;Blom;10;Suomen Keskusta;Maaninka;print_ads;300.0;True
Ville;Blom;10;Suomen Keskusta;Maaninka;planning;0.0;True
Ville;Blom;10;Suomen Keskusta;Maaninka;rallies;0.0;True
Ville;Blom;10;Suomen Keskusta;Maaninka;paid_income;0.0;True
Ville;Blom;10;Suomen Keskusta;Maaninka;other;0.0;True
Petri;Asuinmaa;25;Vihreä liitto;Kerava;total;69.0;True
Petri;Asuinmaa;25;Vihreä liitto;Kerava;web;29.0;True
Petri;Asuinmaa;25;Vihreä liitto;Kerava;other;40.0;True
Tuija;Laitinen;37;Vihreä liitto;Kerava;total;40.0;True
Tuija;Laitinen;37;Vihreä liitto;Kerava;other;40.0;True
Kaisa;Kutilainen;457;Vihreä liitto;Turku;total;1767.0;True
Kaisa;Kutilainen;457;Vihreä liitto;Turku;printed_media;40.0;True
Kaisa;Kutilainen;457;Vihreä liitto;Turku;radio;0.0;True
Kaisa;Kutilainen;457;Vihreä liitto;Turku;television;0.0;True
Kaisa;Kutilainen;457;Vihreä liitto;Turku;web;124.0;True
Kaisa;Kutilainen;457;Vihreä liitto;Turku;other_media;0.0;True
Kaisa;Kutilainen;457;Vihreä liitto;Turku;outdoors_ads;770.0;True
Kaisa;Kutilainen;457;Vihreä liitto;Turku;print_ads;385.0;True
Kaisa;Kutilainen;457;Vihreä liitto;Turku;planning;0.0;True
Kaisa;Kutilainen;457;Vihreä liitto;Turku;rallies;50.0;True
Kaisa;Kutilainen;457;Vihreä liitto;Turku;paid_income;166.0;True
Kaisa;Kutilainen;457;Vihreä liitto;Turku;other;232.0;True
Aapo;Rantanen;493;Vihreä liitto;Turku;total;1200.0;True
Aapo;Rantanen;493;Vihreä liitto;Turku;printed_media;400.0;True
Aapo;Rantanen;493;Vihreä liitto;Turku;web;200.0;True
Aapo;Rantanen;493;Vihreä liitto;Turku;print_ads;300.0;True
Anita;Birstolin;429;Vihreä liitto;Turku;total;3200.0;True
Anita;Birstolin;429;Vihreä liitto;Turku;printed_media;355.0;True
Anita;Birstolin;429;Vihreä liitto;Turku;web;600.0;True
Anita;Birstolin;429;Vihreä liitto;Turku;outdoors_ads;925.0;True
Anita;Birstolin;429;Vihreä liitto;Turku;print_ads;1097.0;True
Anita;Birstolin;429;Vihreä liitto;Turku;planning;123.0;True
Anita;Birstolin;429;Vihreä liitto;Turku;rallies;100.0;True
Marja;Tommola;511;Vihreä liitto;Turku;total;270.0;True
Marja;Tommola;511;Vihreä liitto;Turku;printed_media;170.0;True
Marja;Tommola;511;Vihreä liitto;Turku;other_media;20.0;True
Marja;Tommola;511;Vihreä liitto;Turku;print_ads;50.0;True
Marja;Tommola;511;Vihreä liitto;Turku;other;30.0;True
Laura;Kuusisto;458;Vihreä liitto;Turku;total;600.0;True
Laura;Kuusisto;458;Vihreä liitto;Turku;print_ads;397.2;True
Laura;Kuusisto;458;Vihreä liitto;Turku;rallies;30.0;True
Laura;Kuusisto;458;Vihreä liitto;Turku;other;90.0;True
Saara;Ilvessalo;445;Vihreä liitto;Turku;total;3408.19;True
Saara;Ilvessalo;445;Vihreä liitto;Turku;printed_media;1108.19;True
Saara;Ilvessalo;445;Vihreä liitto;Turku;radio;0.0;True
Saara;Ilvessalo;445;Vihreä liitto;Turku;television;0.0;True
Saara;Ilvessalo;445;Vihreä liitto;Turku;web;0.0;True
Saara;Ilvessalo;445;Vihreä liitto;Turku;other_media;0.0;True
Saara;Ilvessalo;445;Vihreä liitto;Turku;outdoors_ads;1300.0;True
Saara;Ilvessalo;445;Vihreä liitto;Turku;print_ads;500.0;True
Saara;Ilvessalo;445;Vihreä liitto;Turku;planning;200.0;True
Saara;Ilvessalo;445;Vihreä liitto;Turku;rallies;0.0;True
Saara;Ilvessalo;445;Vihreä liitto;Turku;paid_income;50.0;True
Saara;Ilvessalo;445;Vihreä liitto;Turku;other;250.0;True
Terho;Taarna;63;Vihreä liitto;Kokkola;total;0.0;True
Terho;Taarna;63;Vihreä liitto;Kokkola;printed_media;0.0;True
Terho;Taarna;63;Vihreä liitto;Kokkola;radio;0.0;True
Terho;Taarna;63;Vihreä liitto;Kokkola;television;0.0;True
Terho;Taarna;63;Vihreä liitto;Kokkola;web;0.0;True
Terho;Taarna;63;Vihreä liitto;Kokkola;other_media;0.0;True
Terho;Taarna;63;Vihreä liitto;Kokkola;outdoors_ads;0.0;True
Terho;Taarna;63;Vihreä liitto;Kokkola;print_ads;0.0;True
Terho;Taarna;63;Vihreä liitto;Kokkola;planning;0.0;True
Terho;Taarna;63;Vihreä liitto;Kokkola;rallies;0.0;True
Terho;Taarna;63;Vihreä liitto;Kokkola;paid_income;0.0;True
Terho;Taarna;63;Vihreä liitto;Kokkola;other;0.0;True
Ari;Laakso;326;;Kokkola;total;20.0;True
Ari;Laakso;326;;Kokkola;printed_media;0.0;True
Ari;Laakso;326;;Kokkola;radio;0.0;True
Ari;Laakso;326;;Kokkola;television;0.0;True
Ari;Laakso;326;;Kokkola;web;0.0;True
Ari;Laakso;326;;Kokkola;other_media;0.0;True
Ari;Laakso;326;;Kokkola;outdoors_ads;0.0;True
Ari;Laakso;326;;Kokkola;print_ads;0.0;True
Ari;Laakso;326;;Kokkola;planning;0.0;True
Ari;Laakso;326;;Kokkola;rallies;0.0;True
Ari;Laakso;326;;Kokkola;paid_income;0.0;True
Ari;Laakso;326;;Kokkola;other;20.0;True
Anna;Voipio;171;Vihreä liitto;Kouvola;total;29.0;True
